PressureSensor 1,PressureSensor 2,PressureSensor 3,PressureSensor 4,PressureSensor 5,PressureSensor 6,PressureSensor 7,PressureSensor 8,PressureSensor 9,PressureSensor 10,PressureSensor 11,PressureSensor 12,PressureSensor 13,PressureSensor 14,PressureSensor 15,PressureSensor 16,PressureSensor 17,PressureSensor 18,PressureSensor 19,PressureSensor 20,PressureSensor 21,PressureSensor 22,PressureSensor 23,PressureSensor 24,PressureSensor 25,PressureSensor 26,PressureSensor 27,PressureSensor 28,PressureSensor 29,PressureSensor 30,PressureSensor 31,PressureSensor 32,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,copX,copY,sumP
674,287,207,717,958,1872,1062,2534,1454,1432,2208,1204,140,250,1316,413,30,204,546,18,28,19,18,19,1576,1728,282,1805,2066,1519,1327,419,-1138,1104,8306,203,343,150,89.97216927855429,156.83342157277988,28332
550,241,156,601,908,1814,934,2524,1498,1429,2262,1249,155,267,1365,427,31,177,546,18,33,19,18,19,1641,1775,255,1885,2109,1576,1426,422,-1153,1064,8467,253,698,191,88.53660430638898,153.09918813978115,28330
462,208,129,389,837,1724,854,2474,1528,1425,2345,1314,169,311,1387,467,31,143,487,18,35,19,18,19,1677,1828,210,2004,2167,1602,1462,439,-1225,1237,8331,201,1279,204,87.11125895961962,148.756067702789,28182
411,192,100,303,726,1652,809,2453,1521,1423,2395,1329,196,351,1391,473,30,144,435,18,36,18,18,19,1735,1874,178,2062,2238,1646,1508,462,-1225,1237,8331,201,1279,204,86.01826191998863,145.80332906985007,28146
352,166,106,223,584,1594,754,2431,1538,1420,2481,1349,257,388,1419,483,30,130,406,18,35,18,18,19,1769,1881,104,2118,2337,1678,1565,486,-1336,1122,8320,48,1785,138,85.06897041588238,142.73489718364883,28157
292,137,99,181,415,1507,670,2394,1571,1441,2496,1359,275,436,1446,493,29,98,380,18,42,18,18,19,1796,1896,66,2162,2431,1713,1613,502,-1444,1084,8480,-16,2252,64,84.0290757862421,139.6357583978867,28013
198,143,87,136,298,1453,638,2335,1598,1403,2481,1358,342,475,1447,556,29,107,375,18,36,18,18,19,1855,1915,33,2196,2519,1738,1645,509,-1535,1052,8921,-10,2651,18,83.10120451783544,137.05897490885695,27978
158,148,80,89,164,1382,627,2279,1608,1423,2416,1384,410,516,1444,601,30,78,378,18,35,18,18,19,1885,1909,24,2213,2555,1767,1662,528,-1688,847,8713,67,3162,80,82.53870307902103,134.90875977894208,27866
136,125,114,68,89,1284,589,2218,1616,1395,2301,1389,483,591,1449,662,27,73,366,18,33,18,18,19,1879,1931,24,2235,2571,1783,1714,536,-1688,847,8713,67,3162,80,81.87198241694891,132.96897744469265,27754
98,124,117,51,45,1194,542,2141,1624,1409,2088,1397,566,700,1454,736,24,68,362,18,24,18,18,19,1909,1905,24,2235,2595,1772,1740,547,-1727,805,8392,203,3761,214,81.47357059933246,130.60149107531564,27564
69,130,106,50,36,1107,530,2075,1629,1387,2040,1406,597,787,1437,795,19,60,328,18,26,18,18,19,1927,1898,25,2213,2616,1756,1773,578,-1937,1131,8608,243,4334,258,81.0898518545481,128.7309540275907,27473
43,130,117,46,31,1012,508,1961,1668,1391,1888,1438,641,872,1457,899,19,46,306,18,20,18,18,19,1894,1890,25,2204,2614,1769,1765,599,-2120,1185,8659,172,5020,79,80.87859547683524,126.70947083363829,27326
36,117,115,39,30,936,504,1782,1717,1302,1711,1444,722,968,1458,1026,19,52,225,18,19,18,18,19,1831,1899,27,2180,2595,1744,1769,651,-2407,1268,8872,-177,5889,-217,80.44794561150013,123.81362305953836,26991
44,95,127,36,23,880,458,1613,1716,1200,1536,1434,781,1059,1448,1147,19,30,144,18,19,18,18,19,1824,1971,27,2181,2608,1725,1815,732,-2740,1663,8786,-481,6934,-590,79.55565103680179,120.58059032318326,26765
34,57,52,29,27,813,438,1382,1697,1086,1390,1434,821,1123,1460,1305,19,20,96,18,19,18,18,19,1815,2081,28,2172,2614,1730,1812,783,-2740,1663,8786,-481,6934,-590,78.33812949640287,116.80829231351761,26410
26,47,63,31,22,767,391,1133,1650,946,1362,1411,840,1190,1488,1482,19,20,47,18,19,18,18,19,1827,2169,28,2183,2639,1689,1847,840,-3091,1330,8732,-1027,7832,-1000,77.08867004457312,114.26448626614348,26249
24,33,50,30,19,714,359,943,1608,839,1473,1336,838,1234,1463,1589,19,20,26,18,19,18,18,19,1850,2304,29,2234,2657,1687,1886,865,-3853,1097,9855,-1829,8930,-1495,75.54791960642234,112.86508905076084,26221
26,21,53,34,19,670,296,914,1500,705,1523,1208,817,1274,1472,1639,19,20,25,19,19,18,18,19,1956,2365,28,2316,2674,1685,1909,869,-3771,1305,8789,-3245,10488,-1902,74.27361270570226,112.09217374665135,26130
21,20,26,46,19,650,229,872,1290,696,1707,1065,773,1284,1458,1693,20,20,25,19,19,19,18,19,2045,2446,27,2304,2705,1658,1967,882,-4385,1391,8977,-4388,12085,-2411,73.02580446970279,111.64647492512096,26042
24,20,29,42,20,694,151,759,1113,577,1863,914,632,1085,1153,1667,20,20,24,21,19,20,19,19,2053,2537,287,2042,2851,1534,2134,945,-5690,1100,10186,-5540,13414,-2990,70.59844590319518,112.4186570705473,25288
25,20,24,47,19,771,159,720,1043,552,1831,853,546,896,1123,1650,20,20,24,21,19,20,19,20,2065,2553,328,1948,2892,1504,2089,982,-7568,1800,14101,-6608,14731,-3749,70.07069709309357,112.99574648228037,24803
26,20,24,36,20,896,111,669,970,481,1770,825,396,639,1061,1525,21,21,24,22,19,21,20,20,2034,2563,353,1724,2997,1238,1990,1087,-7568,1800,14101,-6608,14731,-3749,69.50262456080938,113.49957668374043,23623
24,21,25,82,20,818,111,553,765,312,1341,699,117,442,799,1239,22,22,26,24,20,23,22,21,1997,2421,165,1374,3096,1008,1810,1044,-9098,1966,14457,-8607,15238,-4622,67.7841225626741,112.90426623662219,20463
29,23,28,81,20,564,139,399,572,136,649,556,118,358,478,1009,23,24,29,26,20,26,24,24,1804,1908,59,995,2854,752,1644,647,-8284,3153,13486,-9594,15065,-5698,65.86199900112373,111.00068672743164,16018
51,27,31,102,21,289,163,258,413,86,59,358,63,374,198,366,25,28,32,28,22,28,26,29,1186,872,83,543,2478,266,1339,248,-5437,3666,13886,-11152,14016,-6667,64.66473444312327,110.94584819659136,10092
56,31,31,53,26,266,190,152,244,50,31,297,26,313,50,230,28,31,31,29,27,30,28,30,540,159,31,321,1232,102,837,54,-5437,3666,13886,-11152,14016,-6667,73.47219222462203,122.3450323974082,5556
78,31,32,100,30,147,211,141,67,44,31,150,30,166,30,151,31,32,32,30,30,31,30,30,59,32,32,287,450,31,298,44,-753,5263,12362,-12404,13102,-6770,85.31785469499657,156.16912268677177,2918
75,31,31,117,30,94,206,162,33,75,31,213,30,160,29,122,31,32,31,31,30,30,30,30,33,31,32,281,418,31,272,31,-2060,15292,21611,-11650,13155,-3097,87.21453963739779,159.40277284038393,2813
66,32,32,66,31,126,170,128,32,55,31,210,30,157,30,105,29,31,31,29,30,31,30,30,35,31,32,265,370,31,364,31,3203,10192,15426,-6032,4633,4940,84.25546094039245,156.2876712328767,2701
95,31,31,90,31,91,198,150,33,58,31,223,31,154,30,95,30,32,31,29,30,31,29,30,32,32,31,321,318,30,299,31,758,3767,9114,-6146,-3137,9672,86.6089364844904,163.06646971935007,2708
46,30,31,154,30,125,234,175,32,61,32,135,31,119,30,47,31,31,31,29,31,31,30,31,43,31,32,257,261,30,283,31,684,4177,6893,-6868,-5691,9795,89.32138613861386,174.2130693069307,2525
63,31,32,107,31,66,230,187,32,79,31,175,30,110,29,52,30,32,31,30,30,31,30,31,32,31,32,262,274,30,256,31,684,4177,6893,-6868,-5691,9795,88.87389023405973,172.19390637610977,2478
58,31,31,105,31,107,243,150,32,108,32,139,31,98,31,46,29,31,31,29,31,31,30,31,47,31,31,280,188,30,211,32,471,4005,6501,-4743,-6748,7946,90.77831783601015,180.05959425190196,2366
67,32,31,132,31,120,189,124,39,93,32,165,31,109,31,48,31,32,32,29,31,30,30,31,43,31,31,219,164,30,218,31,426,3061,6989,-2820,-8257,5833,92.90052470485352,182.4818539571491,2287
60,31,32,125,31,124,214,128,32,81,31,151,31,124,30,31,30,32,32,30,31,30,30,31,42,32,30,236,134,31,189,31,-130,3014,7263,-2911,-10079,4234,94.13628199371351,186.20408621463852,2227
67,31,31,112,31,125,159,124,33,70,32,199,31,85,32,31,30,31,31,29,31,30,30,31,52,32,31,244,127,31,150,30,-782,4865,8328,-3638,-12168,3670,94.14228785747773,186.89029535864978,2133
79,31,31,101,31,111,186,141,34,76,31,199,31,83,58,30,31,31,32,30,31,31,30,31,54,31,32,234,124,31,162,31,-782,4865,8328,-3638,-12168,3670,94.85698044565711,186.73533424283767,2199
78,31,32,122,32,162,227,142,34,73,31,202,32,85,33,31,28,31,31,30,31,30,30,31,31,31,32,184,135,30,93,32,-1786,6154,8635,-3434,-14418,4151,101.42373667130273,193.56096430227169,2157
65,31,31,123,31,133,258,167,33,87,32,219,31,79,31,31,30,31,31,30,31,30,30,31,34,31,31,205,101,31,99,30,-2898,6638,8960,-2517,-16485,5277,102.0075411334552,194.34117915904935,2188
78,31,32,134,31,179,254,172,39,117,32,183,31,72,32,31,31,38,31,30,31,30,30,31,36,32,31,203,103,30,141,31,-4292,6551,8244,-1596,-17372,6231,101.45231902904204,194.96012136974426,2307
78,31,32,139,31,160,238,119,34,68,31,146,32,42,33,32,28,32,32,30,31,30,30,31,42,31,32,172,81,30,170,31,-5064,6769,8707,-632,-17052,6580,98.72053872053873,199.66137566137567,2079
79,30,31,136,31,153,232,130,32,95,31,174,31,46,30,31,28,31,31,30,32,30,31,30,38,31,31,172,90,30,174,31,-5494,7698,10186,1049,-16807,6773,99.156191369606,196.85670731707316,2132
61,31,32,151,31,161,212,160,37,119,31,163,31,58,32,30,29,34,31,29,31,30,30,31,35,33,32,177,93,30,172,30,-5494,7698,10186,1049,-16807,6773,99.62620027434842,194.92455418381346,2187
61,31,31,160,31,168,222,168,33,114,31,144,31,58,30,30,29,32,31,29,31,30,31,31,36,37,31,169,96,30,105,30,-6233,7861,10888,2419,-16832,7231,102.27133427628478,199.75671852899575,2121
51,31,32,156,31,153,219,162,35,136,31,188,31,56,33,31,30,34,32,31,32,31,30,31,32,34,32,174,86,31,112,30,-6848,8195,11987,3109,-16543,7833,102.42585727525487,198.11098239110288,2158
55,30,32,159,31,181,235,171,45,110,32,171,31,41,30,31,31,33,32,30,31,30,30,31,52,32,31,183,77,31,144,30,-7498,8805,13446,3947,-16096,8810,101.65318572074108,197.9405784003615,2213
53,31,31,162,31,151,242,155,45,132,31,146,31,45,34,31,31,32,32,30,32,31,31,31,33,31,31,210,77,31,164,31,-8758,8785,14971,5024,-15464,10118,99.05794477138977,197.3485740153916,2209
63,31,32,139,31,169,233,167,46,107,31,167,32,35,32,31,31,31,31,29,32,31,30,31,33,32,31,221,91,31,143,31,-8758,8785,14971,5024,-15464,10118,99.47324263038549,196.21768707482994,2205
55,31,32,109,31,166,230,139,47,110,31,211,32,36,31,31,31,39,31,30,31,31,30,32,32,39,32,227,84,31,146,31,-10774,8093,16507,5732,-15089,11266,98.64324693042292,194.2851296043656,2199
58,31,31,127,31,170,211,171,48,74,32,172,32,35,33,31,29,31,31,29,31,30,30,30,32,31,32,192,89,30,150,31,-13319,6504,15040,7102,-14851,11806,99.72080378250591,195.13262411347517,2115
65,32,32,137,32,187,206,107,52,68,31,190,32,34,38,31,30,32,31,30,31,30,30,31,62,31,32,215,72,30,131,31,-16650,1679,14520,11271,-13400,11277,98.88224211022138,197.52543570419218,2123
64,39,32,131,32,174,135,162,65,77,31,193,31,30,36,30,31,49,31,30,32,31,30,31,59,38,31,171,78,30,103,31,-18884,-4560,12607,11299,-11365,9749,100.8916827852998,199.70309477756285,2068
56,32,32,160,31,261,250,148,86,138,32,221,31,53,42,31,31,34,31,30,32,31,30,31,38,32,31,191,97,30,122,31,-21368,-4962,6573,5627,-9601,7009,104.44579554822754,194.52164056059357,2426
59,31,31,189,32,308,266,139,55,98,31,230,31,43,43,32,30,39,31,29,31,31,30,31,33,35,31,228,82,30,115,31,-21368,-4962,6573,5627,-9601,7009,105.0091649694501,197.59877800407332,2455
56,32,32,220,31,370,306,96,79,139,31,221,32,41,44,31,30,31,31,30,31,31,30,32,31,31,32,182,77,30,131,31,-26901,-2962,2946,4886,-7807,912,107.55289968652038,199.78722570532915,2552
55,31,32,210,31,362,297,114,70,148,32,163,31,39,40,31,31,31,31,29,31,30,30,31,32,31,32,206,69,30,123,30,-27468,-8799,1046,7899,-4267,-5148,106.42066049134112,201.41743858236003,2483
65,31,32,179,31,364,282,148,59,124,31,191,31,32,41,31,31,31,31,29,31,30,30,31,44,31,31,219,90,30,109,30,-22384,-9063,2634,962,488,-6513,106.221,198.7032,2500
63,32,32,152,31,358,226,111,77,111,31,176,31,30,43,31,31,31,31,29,31,31,30,31,31,31,32,213,55,32,69,32,-7474,2989,24738,-5865,4384,-5986,106.71362637362637,202.64681318681318,2275
86,34,136,208,31,327,518,139,68,88,26,153,31,31,29,30,31,185,1538,30,44,31,69,810,31,30,25,205,63,31,84,28,-7474,2989,24738,-5865,4384,-5986,100.20261121856866,321.5088007736944,5170
106,562,583,260,31,296,487,78,57,77,23,179,32,30,29,24,32,421,1818,78,82,66,103,1897,32,28,23,193,81,30,91,24,13677,6162,7295,-12958,6372,-5934,100.42894435247676,357.9430790780593,7853
167,529,735,264,31,301,451,60,51,96,22,148,31,38,31,22,186,634,1802,359,86,160,146,2462,30,27,22,106,68,30,70,22,-4557,4937,9214,-14609,5322,-3236,101.03314466093393,376.0801132034396,9187
115,719,1042,193,29,333,617,42,40,91,21,109,29,28,40,20,1972,830,1956,1748,575,802,334,3062,24,26,21,83,64,27,54,20,725,-512,15043,-8606,8353,-318,101.42270675693615,409.1453604141776,15066
98,918,1290,136,27,336,671,43,37,70,20,89,27,24,37,20,2584,1151,1981,2362,1137,1694,599,3201,22,24,20,61,53,24,47,20,-1129,-5232,13045,-3910,11195,-1157,98.8992456037826,418.2704669818839,18823
169,1148,1498,105,27,319,668,48,50,73,19,83,27,23,26,19,2557,1280,1890,2516,1130,1998,1028,3214,22,22,19,64,70,23,60,20,-3303,4792,15551,-3106,12208,-3444,98.02970566411081,417.1101162503092,20215
1055,1738,1630,45,29,801,980,126,55,95,19,116,29,21,25,19,1812,1173,1809,2560,884,1854,1346,3148,20,20,19,50,53,21,42,19,-3303,4792,15551,-3106,12208,-3444,102.3634618053949,399.81818812751584,21613
1601,1773,1734,271,28,1276,1032,332,51,106,19,143,27,20,29,19,1552,1434,1851,2529,1060,1902,1721,3079,20,20,18,58,105,20,36,19,-3215,790,15877,-2292,5516,-821,103.52566464308143,388.53897843835045,23885
1693,1731,1738,406,29,1329,919,424,75,127,19,187,27,29,31,23,1499,1514,1869,2488,1146,1898,1925,3042,20,19,19,44,112,20,40,19,-981,906,10221,-1275,1828,87,103.36621560851968,386.015616695965,24461
1687,1637,1761,581,28,1357,888,476,124,338,19,230,27,40,37,19,1467,1517,1859,2348,1295,1931,2059,3006,20,19,18,41,113,19,47,19,-1059,1200,8293,-217,118,92,103.08868422104128,382.0664282574819,25027
1755,1622,1762,657,28,1375,960,505,141,384,18,221,26,35,43,19,1436,1504,1857,2331,1307,1948,2083,2994,19,19,18,48,143,19,35,19,-1059,1200,8293,-217,118,92,103.26437961391181,379.91628834234734,25331
1796,1603,1770,710,28,1383,961,541,150,493,19,244,27,48,54,23,1338,1457,1858,2296,1304,1907,2073,2949,54,19,18,38,138,24,43,19,-973,1035,8247,-327,-105,8,103.57835335828246,376.53460705140833,25385
1848,1560,1772,777,108,1421,908,649,228,589,33,287,26,62,80,23,1192,1448,1841,2184,1216,1879,2113,2860,146,19,18,51,211,33,46,19,-973,1035,8247,-327,-105,8,103.61566654969393,368.43147346668223,25647
1884,1546,1734,879,209,1506,954,752,325,649,124,349,26,52,125,24,960,1418,1799,2022,1037,1788,2080,2761,281,19,18,57,391,65,37,19,-1059,1070,8050,-213,-261,-21,103.8139822325222,355.6537466203167,25890
1856,1524,1695,1029,378,1526,1030,848,480,701,223,388,26,65,160,26,774,1383,1749,1886,801,1714,2024,2665,397,58,18,51,551,81,36,19,-978,1100,8220,-343,-229,-29,104.00913538720282,342.8798448130877,26162
1844,1471,1671,1081,506,1670,1102,955,584,726,276,483,26,85,217,47,551,1323,1726,1659,478,1548,1960,2554,575,180,19,148,846,132,50,19,-1007,1011,8245,-320,-251,-25,103.64578304164152,324.6577021726011,26512
1797,1422,1646,1195,626,1758,1139,1051,704,753,340,559,25,103,262,62,392,1254,1694,1430,299,1381,1843,2435,705,306,19,281,1045,183,75,23,-1019,1048,8338,-215,-212,-71,103.1708695489984,309.3576491214981,26807
1797,1364,1598,1211,725,1867,1196,1132,813,790,411,639,25,116,344,75,221,1175,1664,1204,165,1198,1740,2324,808,420,20,426,1263,243,90,29,-1019,1048,8338,-215,-212,-71,102.59039235226811,294.3469899974163,27093
1736,1307,1543,1272,847,2031,1259,1224,900,820,497,689,24,127,429,89,121,1097,1634,986,99,866,1578,2192,893,552,26,605,1306,371,142,41,-1120,1022,8247,-173,-185,-59,102.44343112478482,279.8769182873677,27303
1636,1249,1476,1229,944,2065,1297,1314,1001,842,587,793,24,163,545,111,67,1023,1580,764,55,710,1371,2045,981,668,44,806,1382,519,216,59,-1112,1021,8196,-139,-191,8,101.47039831676703,265.6159399259958,27566
1543,1177,1398,1209,985,2081,1361,1425,1058,881,692,866,23,177,761,136,53,947,1522,551,47,524,1011,1865,1042,776,63,978,1482,682,281,87,-1048,1022,8337,-84,-157,-33,100.8304435775177,250.74631556133508,27684
1436,1111,1321,1174,1046,2096,1357,1617,1112,929,782,913,23,204,904,177,41,872,1470,367,35,363,841,1503,1116,875,84,1155,1510,830,331,110,-1137,964,8288,-22,-107,-24,100.21391445587439,236.80373578776394,27705
1376,1043,1223,1178,1077,2090,1380,1792,1149,977,887,959,23,206,1038,210,36,798,1423,206,37,215,651,1308,1150,962,110,1276,1602,992,424,136,-1058,1026,8234,69,-85,-22,99.48931409751557,224.77194458366148,27934
1313,970,1126,1179,1101,2072,1375,1927,1192,1030,985,989,23,212,1111,235,25,726,1376,95,35,127,502,1078,1193,1043,141,1349,1648,1111,511,156,-1058,1026,8234,69,-85,-22,98.821469451996,214.7734296752039,27956
1254,891,993,1158,1118,2042,1396,2055,1226,1089,1099,1008,22,230,1172,262,27,661,1342,61,25,52,378,876,1225,1115,163,1422,1688,1202,560,175,-1067,1043,8266,111,-100,-15,98.29822774859757,206.3000857541001,27987
1206,820,793,1125,1119,2028,1395,2201,1253,1151,1250,1020,22,230,1236,275,26,591,1330,30,35,32,244,633,1247,1192,188,1488,1724,1251,625,213,-1079,1055,8281,133,-78,-29,97.61291245129232,197.8938976870554,27973
1136,739,700,1068,1112,2009,1403,2292,1289,1200,1370,1025,25,237,1292,308,25,531,1227,22,26,29,144,454,1268,1263,199,1540,1751,1303,674,245,-1081,1023,8284,156,-37,-141,97.00034042858167,190.5736400774027,27906
1070,648,556,1023,1104,1973,1358,2398,1320,1276,1526,1016,41,228,1329,331,28,450,1106,22,26,22,99,283,1311,1345,222,1610,1770,1350,755,265,-1072,1040,8231,168,-35,-90,95.95400380460141,183.1505868418219,27861
989,518,504,968,1109,1957,1336,2500,1360,1357,1700,1031,45,250,1356,350,27,380,918,19,30,19,40,98,1348,1424,239,1656,1820,1398,821,289,-1072,1040,8231,168,-35,-90,95.15023693279724,175.2480435094773,27856
917,485,378,917,1094,1934,1292,2589,1395,1396,1901,1071,53,238,1368,362,27,296,756,21,32,19,34,27,1394,1480,245,1683,1848,1426,891,299,-1048,1048,8274,244,-60,9,94.35540763599828,169.57659322520453,27868
826,376,322,865,1080,1912,1236,2596,1436,1480,2028,1104,56,240,1376,376,32,253,618,19,34,19,28,20,1434,1530,232,1720,1874,1449,971,302,-1081,1106,8289,337,78,-107,93.42567519034621,165.05602643298377,27844
724,306,226,796,1064,1908,1191,2584,1486,1549,2155,1130,61,246,1385,381,31,170,535,20,30,19,26,20,1485,1595,216,1760,1912,1477,1032,335,-1034,1145,8093,326,234,-205,92.39553042541733,160.42394543169988,27855
606,260,159,713,1044,1893,1130,2583,1541,1593,2318,1158,60,225,1406,397,33,142,437,18,23,18,21,19,1539,1626,203,1824,1937,1515,1100,346,-1118,1111,8273,294,483,-297,91.32698031340769,156.35018108796214,27887
396,174,88,488,987,1837,992,2581,1644,1637,2478,1257,78,249,1462,394,31,85,282,18,21,18,18,19,1639,1680,146,1995,2023,1582,1221,348,-1097,1205,8369,277,858,-296,89.27538754126597,148.75836084397875,27868
341,171,82,386,949,1819,950,2583,1664,1644,2502,1286,83,248,1476,393,32,91,250,18,22,18,19,19,1691,1689,148,2009,2054,1593,1256,360,-1196,1248,7830,-164,1484,-428,88.69627594627595,147.04675716440423,27846
240,141,64,327,879,1795,876,2570,1687,1669,2568,1309,110,250,1502,408,31,61,226,18,20,18,19,19,1715,1709,115,2034,2107,1632,1312,368,-1196,1248,7830,-164,1484,-428,87.85082197201338,144.11057951724882,27799
207,129,65,253,757,1731,730,2572,1700,1660,2628,1339,156,268,1568,424,30,54,173,18,21,18,18,19,1757,1724,70,2088,2195,1680,1414,370,-1383,1132,8645,-205,2159,-579,86.70753700244288,140.8557263974709,27836
170,103,54,200,609,1641,583,2536,1704,1679,2679,1339,187,305,1599,433,31,51,121,18,20,18,18,19,1784,1746,53,2138,2286,1742,1488,368,-1492,1090,8162,-592,2766,-617,85.37169035423129,137.6172534449174,27722
123,101,65,157,462,1550,557,2543,1717,1656,2705,1354,225,335,1610,459,29,42,87,18,20,18,18,19,1815,1779,38,2168,2422,1793,1521,364,-1643,988,8691,-392,3109,-536,84.46285559956787,135.1790421317969,27770
95,105,67,115,331,1442,534,2490,1728,1639,2666,1370,264,376,1595,488,27,49,61,18,20,18,18,19,1833,1796,24,2203,2489,1845,1570,383,-1643,988,8691,-392,3109,-536,83.54655321916323,133.0252185851579,27678
87,86,48,84,259,1305,496,2449,1727,1642,2614,1380,378,448,1596,520,18,37,35,18,20,18,18,19,1852,1795,25,2228,2501,1957,1630,395,-1801,1020,8695,-316,3404,-552,82.6505869604479,130.27644934079828,27685
65,57,50,55,193,1174,464,2309,1720,1638,2534,1385,429,497,1576,592,18,21,22,18,20,18,18,19,1881,1823,25,2263,2526,1973,1683,445,-1912,1034,8369,-345,3969,-615,81.497291992294,127.7588600923267,27511
51,60,51,49,147,1081,432,2215,1702,1617,2371,1359,483,557,1593,645,18,22,23,18,20,19,18,20,1905,1828,25,2291,2530,2004,1705,472,-2154,1176,8532,-397,4577,-600,80.78326808386082,126.17536862902931,27331
38,40,41,44,129,1013,423,2102,1687,1591,2250,1349,564,608,1575,749,18,19,23,18,20,18,18,20,1938,1838,26,2308,2549,2051,1744,502,-2397,1019,8756,-468,5288,-817,80.05535825431113,124.21725918060997,27313
36,33,35,37,134,963,385,1947,1656,1511,2030,1354,616,678,1560,852,18,19,24,18,20,18,18,20,1958,1860,26,2323,2593,2042,1787,549,-2642,1053,8830,-586,6066,-953,79.2522308259587,122.12387536873156,27120
34,28,33,36,119,891,365,1795,1648,1443,1759,1308,663,751,1549,965,18,20,25,18,19,18,18,20,1965,1875,27,2355,2596,2024,1827,588,-2642,1053,8830,-586,6066,-953,78.43701492537313,120.10432835820896,26800
27,22,59,34,97,823,356,1567,1636,1293,1493,1260,691,831,1542,1118,18,20,26,18,19,18,18,20,1969,1898,28,2403,2618,1990,1850,651,-2863,1236,9211,-614,7132,-972,77.34891909287093,117.88609775489343,26413
28,22,63,35,84,782,337,1273,1602,1209,1285,1198,742,910,1528,1286,19,20,27,18,19,18,18,20,1957,1876,28,2429,2624,1948,1859,762,-3150,1816,9024,-898,8432,-1528,76.31405133328211,115.43006993006993,26026
28,22,67,36,81,752,332,1108,1588,1184,1341,1114,771,984,1494,1439,19,20,26,18,19,18,18,20,1918,1863,26,2476,2648,1905,1907,765,-3679,885,9017,-1291,9878,-2148,75.59287884031222,114.37743684392663,26007
32,21,50,37,73,746,336,1023,1532,1149,1622,1052,784,1072,1440,1513,19,21,25,19,19,18,18,20,1897,1847,28,2437,2646,1847,1934,776,-4037,1584,9174,-1482,11652,-2506,75.32633477910413,114.18072774728438,26053
27,21,25,47,75,737,341,961,1488,1185,1915,1051,785,1155,1439,1584,19,21,24,20,19,18,18,19,1886,1812,26,2348,2660,1732,1897,760,-4037,1584,9174,-1482,11652,-2506,75.69825770629906,114.22873827302317,26115
32,21,24,55,106,763,398,965,1510,1350,2125,1126,757,1223,1443,1545,19,20,24,20,19,19,18,19,1764,1629,50,2036,2645,1564,1778,788,-4815,2414,8786,-1177,13864,-3240,77.87679365693289,115.38541868110617,25855
28,21,24,72,126,878,473,1010,1606,1504,2176,1462,715,1299,1409,1596,20,21,23,20,19,19,19,19,1655,1436,114,1450,2628,1261,1635,773,-6488,3914,9548,-106,16410,-4567,82.06930343773274,116.71435851201443,25511
24,21,24,68,154,1137,510,968,1611,1611,2123,1698,529,1186,1237,1631,20,21,23,21,19,19,20,19,1538,1212,133,1078,2746,1018,1470,810,-9094,5011,14328,2168,18963,-5951,85.10836471112191,117.83782744240658,24699
29,22,25,41,86,1325,404,864,1544,1683,1542,1592,186,894,1146,1549,21,23,26,23,20,21,22,20,1434,789,32,720,2889,883,1271,869,-12441,196,18322,3104,19847,-7023,87.2977722209593,116.29252102750625,21995
35,26,30,57,22,1070,159,762,1251,1169,414,1167,60,569,764,1049,23,26,31,26,22,24,24,23,1204,525,58,454,2515,610,1137,790,-4013,4315,16056,2734,18594,-7944,86.28525720675944,113.34213469184891,16096
27,29,31,100,23,747,166,516,732,440,31,668,24,321,253,268,26,30,32,28,24,27,28,28,898,145,32,321,1930,251,794,284,-4013,4315,16056,2734,18594,-7944,84.53511994813054,119.7655608385563,9254
70,30,31,132,28,472,224,132,382,113,32,246,30,182,63,119,29,31,32,29,30,29,30,30,378,35,31,324,468,95,277,34,-2399,3418,16497,593,16398,-9446,91.93354126679462,154.99268234165066,4168
39,31,32,121,31,157,201,182,41,74,31,129,30,112,30,116,31,32,31,30,31,31,30,30,77,31,32,271,286,30,171,30,9606,6079,11222,-715,13996,-10342,91.03160806005532,170.9282892137495,2531
67,31,31,130,30,199,281,154,33,115,31,182,30,109,30,82,29,31,31,29,30,31,30,31,52,31,31,281,227,30,212,30,2459,11806,19642,-2318,9409,-6192,94.67090977162111,177.2338075627106,2671
109,32,32,121,31,166,231,170,33,89,31,167,30,126,31,45,29,32,32,30,30,31,30,31,64,32,32,250,210,31,212,31,5113,6894,13097,-3135,-70,1047,94.55272442179538,181.10250882007057,2551
55,31,31,125,31,205,248,198,44,103,31,175,31,95,30,33,32,32,31,29,30,30,30,31,43,31,32,281,219,31,225,30,5113,6894,13097,-3135,-70,1047,94.39185555128698,178.84786784479448,2603
63,32,31,121,30,166,197,143,40,82,32,201,31,129,31,46,31,32,31,30,31,31,30,31,34,31,31,294,214,30,195,31,3075,4208,7516,-4624,-6591,5502,92.78827558420629,176.98589846897664,2482
45,32,32,121,31,163,240,157,32,91,31,193,30,110,30,63,30,31,31,29,30,30,30,31,69,31,32,319,218,30,159,31,2056,3974,5218,-3548,-8331,6068,93.01757503949447,176.82661927330173,2532
83,31,31,136,31,167,224,173,33,104,31,156,31,71,30,30,32,31,32,29,31,31,30,30,72,32,32,320,177,31,148,31,1701,2347,5717,-440,-8875,4866,93.80579355365157,186.4232966136271,2451
67,31,31,144,31,163,239,171,33,94,32,150,32,96,31,31,29,32,32,30,31,30,31,30,45,32,32,333,155,31,119,31,1328,1111,7152,1155,-10477,3275,95.20300125052105,187.68695289704044,2399
